-1.609041, 0.530493, -0.452003, 2.765980
-1.517337, 0.490300, -0.377472, 2.907171
-1.423004, 0.456732, -0.309734, 3.041820
-1.326705, 0.429291, -0.249724, 3.170762
-1.229022, 0.407257, -0.198715, 3.294666
-1.130421, 0.389765, -0.157068, 3.414081
-1.031237, 0.375934, -0.124619, 3.529462
-0.931704, 0.364872, -0.101062, 3.641190
-0.831976, 0.355727, -0.085467, 3.749592
-0.732144, 0.347775, -0.076201, 3.854948
-0.632262, 0.340479, -0.071993, 3.957500
-0.532367, 0.333367, -0.071732, 4.057461
-0.432482, 0.326124, -0.073905, 4.155018
-0.332618, 0.318578, -0.077818, 4.250336
-0.232793, 0.310553, -0.083347, 4.343563
-0.133019, 0.301903, -0.090040, 4.434830
-0.033310, 0.292543, -0.097100, 4.524257
0.066332, 0.282485, -0.103422, 4.611950
0.165915, 0.271865, -0.108488, 4.698007
0.265450, 0.260798, -0.112228, 4.782515
0.364951, 0.249433, -0.114308, 4.865556
0.464438, 0.237953, -0.115115, 4.947203
0.563921, 0.226427, -0.115353, 5.027525
0.663403, 0.214899, -0.114965, 5.106583
0.762895, 0.203451, -0.113666, 5.184435
0.862406, 0.192181, -0.111931, 5.261136
0.961937, 0.181078, -0.110578, 5.336735
1.061479, 0.170078, -0.109929, 5.411277
1.161024, 0.159104, -0.109743, 5.484807
1.260570, 0.148141, -0.109732, 5.557364
1.360115, 0.137169, -0.110393, 5.628985
1.459647, 0.126075, -0.112294, 5.699707
1.559149, 0.114725, -0.115429, 5.769562
1.658609, 0.103006, -0.119377, 5.838581
1.758019, 0.090871, -0.123545, 5.906793
1.857378, 0.078324, -0.127677, 5.974227
1.956684, 0.065367, -0.131726, 5.914933
2.055938, 0.052016, -0.135372, 5.812457
2.155147, 0.038335, -0.138114, 5.708142
2.254327, 0.024440, -0.139594, 5.601884
2.353495, 0.010466, -0.139459, 5.493572
2.452678, -0.003402, -0.137527, 5.383081
2.551899, -0.016993, -0.134362, 5.270273
2.651168, -0.030234, -0.130481, 5.154998
2.750492, -0.043054, -0.125693, 5.037086
2.849883, -0.055343, -0.119317, 4.916346
2.949362, -0.066896, -0.110283, 4.792566
3.048958, -0.077387, -0.097373, 4.665503
3.148702, -0.086368, -0.079287, 4.534882
3.248610, -0.093250, -0.055225, 4.400388
3.348668, -0.097422, -0.025799, 4.261653
3.448806, -0.098416, 0.007506, 4.118248
3.548917, -0.095919, 0.044017, 3.969667
3.648859, -0.089605, 0.083702, 3.815306
3.748455, -0.079178, 0.126467, 3.673850
3.847490, -0.064350, 0.172503, 3.541707
3.945703, -0.044811, 0.221901, 3.416463
4.042790, -0.020287, 0.274947, 3.300754
4.138378, 0.009541, 0.332003, 3.202328
4.232037, 0.044959, 0.392853, 3.123901
4.323294, 0.086170, 0.456637, 3.068797
4.411684, 0.133214, 0.522048, 3.041694
4.496785, 0.185976, 0.588085, 3.039362
4.578210, 0.244250, 0.653551, 3.061627
4.655694, 0.307672, 0.717497, 3.105678
4.729023, 0.375858, 0.779179, 3.172754
4.798116, 0.448334, 0.837740, 3.260846
4.862977, 0.524623, 0.892777, 3.373016
4.923693, 0.604254, 0.943809, 3.489747
4.980445, 0.686758, 0.990601, 3.602699
5.033456, 0.771717, 1.032697, 3.712218
5.083071, 0.858704, 1.072223, 3.818599
5.129207, 0.947584, 1.111887, 3.902195
5.171773, 1.038229, 1.151462, 3.917372
5.210737, 1.130479, 1.190667, 3.947513
5.246072, 1.224179, 1.229166, 4.006460
5.277825, 1.319154, 1.266443, 4.090662
5.306082, 1.415227, 1.301806, 4.187440
5.331044, 1.512210, 1.334758, 4.282032
5.352914, 1.609937, 1.364790, 4.374581
5.372010, 1.708244, 1.391674, 4.465212
5.388596, 1.807007, 1.416174, 4.554040
5.402854, 1.906132, 1.438353, 4.641169
5.415045, 2.005534, 1.457750, 4.726692
5.425447, 2.105139, 1.474311, 4.810695
5.434340, 2.204891, 1.488212, 4.893257
5.441969, 2.304747, 1.500013, 4.974449
5.448505, 2.404681, 1.510273, 5.054338
5.454084, 2.504673, 1.518808, 5.132982
5.458913, 2.604704, 1.525107, 5.210441
5.463233, 2.704759, 1.528906, 5.286764
5.467301, 2.804824, 1.530204, 5.362001
5.471361, 2.904890, 1.529234, 5.436197
5.475624, 3.004947, 1.526384, 5.509394
5.480254, 3.104988, 1.522105, 5.581631
5.485372, 3.205005, 1.516928, 5.652945
5.491038, 3.304992, 1.511723, 5.723371
5.497198, 3.404951, 1.507596, 5.792940
5.503688, 3.504888, 1.504947, 5.861684
5.510378, 3.604812, 1.503471, 5.929631
5.517163, 3.704730, 1.503122, 5.996808
5.523922, 3.804650, 1.504160, 6.000000
5.530500, 3.904582, 1.507025, 6.000000
5.536686, 4.004538, 1.511551, 6.000000
5.542360, 4.104525, 1.516860, 6.000000
5.547484, 4.204542, 1.522160, 6.000000
5.552097, 4.304583, 1.526737, 6.000000
5.556306, 4.404643, 1.530134, 6.000000
5.560239, 4.504714, 1.532154, 6.000000
5.564044, 4.604789, 1.532608, 6.000000
5.567887, 4.704863, 1.531499, 6.000000
5.571913, 4.804930, 1.528985, 6.000000
5.576259, 4.904984, 1.525371, 6.000000
5.581009, 5.005019, 1.520472, 5.954273
5.586334, 5.105025, 1.513164, 5.852486
5.592546, 5.204980, 1.503762, 5.748898
5.599751, 5.304868, 1.494011, 5.643408
5.607910, 5.404683, 1.484554, 5.535908
5.617003, 5.504417, 1.475291, 5.426280
5.627010, 5.604063, 1.467017, 5.314390
5.637752, 5.703633, 1.461041, 5.200093
5.648950, 5.803153, 1.457533, 5.083226
5.660390, 5.902646, 1.455875, 4.963609
5.671917, 6.002128, 1.455824, 4.841037
5.683368, 6.101619, 1.457649, 4.715280
5.694532, 6.201143, 1.461970, 4.586076
5.705122, 6.300729, 1.469814, 4.453124
5.714723, 6.400415, 1.482663, 4.316080
5.722751, 6.500239, 1.501585, 4.174541
5.728574, 6.600215, 1.526995, 4.028033
5.731520, 6.700315, 1.559259, 3.875994
5.730884, 6.800455, 1.598738, 3.717745
5.725926, 6.900471, 1.644846, 3.552459
5.716072, 7.000121, 1.696546, 3.435520
5.700818, 7.099087, 1.751514, 3.403684
5.680090, 7.197054, 1.805415, 3.431001
5.654276, 7.293807, 1.855511, 3.501043
5.623852, 7.389212, 1.901954, 3.579557
5.589174, 7.483156, 1.946555, 3.618929
5.550372, 7.575472, 1.991170, 3.600845
5.507460, 7.665951, 2.037231, 3.529563
5.460331, 7.754305, 2.085948, 3.413278
5.408823, 7.840179, 2.138262, 3.257425
5.352726, 7.923125, 2.195919, 3.102985
5.291684, 8.002496, 2.261475, 2.990872
5.225231, 8.077389, 2.334539, 2.924983
5.153286, 8.147021, 2.409540, 2.910599
5.076386, 8.211143, 2.481364, 2.963314
4.995210, 8.269763, 2.548385, 3.075477
4.910426, 8.323036, 2.609442, 3.203064
4.822708, 8.371334, 2.664059, 3.325763
