0.295795,-2.104807,-0.334306
0.333501,-2.118056,-0.338947
0.371180,-2.131384,-0.344071
0.408748,-2.145019,-0.349374
0.446283,-2.158746,-0.355298
0.483687,-2.172825,-0.361451
0.521050,-2.187012,-0.368367
0.558255,-2.201607,-0.375568
0.595410,-2.216331,-0.383664
0.632374,-2.231526,-0.392104
0.669275,-2.246876,-0.401572
0.705944,-2.262768,-0.411447
0.742535,-2.278843,-0.422455
0.778845,-2.295538,-0.433925
0.815058,-2.312448,-0.446638
0.850931,-2.330061,-0.459877
0.886683,-2.347924,-0.474413
0.922028,-2.366572,-0.489519
0.957224,-2.385506,-0.505992
0.991935,-2.405308,-0.523087
1.026464,-2.425434,-0.541561
1.060418,-2.446504,-0.560689
1.094152,-2.467936,-0.581200
1.127212,-2.490380,-0.602396
1.160007,-2.513223,-0.624958
1.192020,-2.537134,-0.648226
1.223717,-2.561477,-0.672791
1.254516,-2.586931,-0.698063
1.284943,-2.612845,-0.724564
1.314349,-2.639893,-0.751768
1.343321,-2.667423,-0.780098
1.371146,-2.696092,-0.809113
1.398474,-2.725255,-0.839129
1.424528,-2.755541,-0.869798
1.450016,-2.786325,-0.901329
1.474108,-2.818191,-0.933470
1.497567,-2.850548,-0.966316
1.519514,-2.883927,-0.999718
1.540761,-2.917777,-1.033655
1.560392,-2.952566,-1.068084
1.579261,-2.987798,-1.102879
1.596424,-3.023867,-1.138097
1.612767,-3.060339,-1.173493
1.627335,-3.097532,-1.209232
1.641032,-3.135077,-1.244997
1.652904,-3.173216,-1.281034
1.663863,-3.211650,-1.316922
1.672968,-3.250542,-1.352995
1.681128,-3.289666,-1.388777
1.687428,-3.329109,-1.424672
1.692763,-3.368718,-1.460166
1.696248,-3.408509,-1.495711
1.698757,-3.448396,-1.530745
1.699447,-3.488334,-1.565768
1.699158,-3.528299,-1.600167
1.697101,-3.568191,-1.634486
1.694073,-3.608042,-1.668122
1.689338,-3.647706,-1.701635
1.683648,-3.687265,-1.734459
1.676320,-3.726534,-1.767149
1.668058,-3.765637,-1.799140
1.658234,-3.804358,-1.830977
1.647502,-3.842856,-1.862137
1.635284,-3.880890,-1.893145
1.622187,-3.918649,-1.923508
1.607683,-3.955873,-1.953727
1.592329,-3.992772,-1.983353
1.575645,-4.029071,-2.012855
1.558143,-4.065001,-2.041854
1.539383,-4.100273,-2.070776
1.519833,-4.135131,-2.099255
1.499094,-4.169278,-2.127689
1.477595,-4.202969,-2.155741
1.454974,-4.235899,-2.183779
1.431621,-4.268332,-2.211548
1.407206,-4.299956,-2.239372
1.382085,-4.331040,-2.267027
1.355959,-4.361265,-2.294802
1.329152,-4.390907,-2.322519
1.301391,-4.419638,-2.350429
1.272972,-4.447739,-2.378368
1.243650,-4.474874,-2.406566
1.213692,-4.501328,-2.434926
1.182880,-4.526757,-2.463642
1.151453,-4.551448,-2.492618
1.119220,-4.575048,-2.522028
1.086396,-4.597850,-2.551815
1.052816,-4.619488,-2.582135
1.018671,-4.640259,-2.612935
0.983823,-4.659788,-2.644360
0.948441,-4.678374,-2.676356
